title,rental price,bedrooms,bathrooms,Area (SF),"latitude,longitude",cats are OK - purrr,dogs are OK - wooof,w/d in unit,wd in unit,laundry in bldg,laundry on site,attached garage,detached garage,carport,furnished,no smoking,wheelchair accessible
Silver Terrace Small Space,1200,1,1,220,"(37.730783, -122.409582)",0,0,0,0,0,0,0,0,0,0,1,0
Spacious 1 Bedroom Apartment with Parking In Prime Pacific Heights,3300,1,1,,"(37.789646, -122.435539)",0,0,0,0,1,0,1,0,0,0,0,0
1 Bedroom Apartment in Nob Hill District,2700,1,1,,"(37.793343, -122.417867)",0,0,0,0,0,0,0,0,0,0,0,0
Junior One Bedroom  - Mission District Bart,2750,1,1,,"(37.752729, -122.417397)",0,0,0,0,0,0,0,0,0,0,1,0
1 bed 1 bath,2550,1,1,965,"(37.8365, -122.2804)",0,0,0,1,0,0,1,0,0,0,0,0
"Large 4br 2bath flat, laundry in unit",7000,4,2,,"(37.743047, -122.421534)",1,0,0,1,0,0,0,0,0,0,0,0
Gorgeous GG Bridge VIEWS! Penthouse unit- 3bd/2ba  | Elite Leasing,6700,3,2,,"(37.787562, -122.486359)",1,1,0,1,0,0,0,0,0,0,1,0
"Loft With Incredible Views, Deck, W/D, Hdwd. Flr | Elite Leasing",5500,2,2,,"(37.765271, -122.441242)",1,1,0,0,1,0,0,0,0,0,1,0
"Renovated Bi-Level Townhome, Views, Pkg. | Elite Leasing",7250,3,3,,"(37.784018, -122.447981)",0,0,0,1,0,0,1,0,0,0,1,0
"Panoramic Views, Furnished Eureka Valley 1bd | Elite Leasing",3675,1,1,,"(37.75796, -122.439622)",0,0,0,1,0,0,0,0,0,0,1,0
"Brand New Luxury Const., Hdwd Flrs, W/D, Pkg. | Elite Leasing",7500,2,2,,"(37.7812, -122.4614)",1,1,0,1,0,0,1,0,0,0,1,0
"Brand New Luxury Const., Hdwd Flrs, W/D, Pkg. | Elite Leasing",7500,2,2,,"(37.775527, -122.454764)",1,1,0,1,0,0,1,0,0,0,1,0
Great Building In The Heart of Pacific Heights! | Elite Leasing,5200,3,1,,"(37.79268, -122.432918)",0,0,0,0,0,0,1,0,0,0,1,0
"Spacious, 2bd Unit At The Ritz-Carlton | Elite Leasing",8500,2,2.5,,"(37.791017, -122.399149)",1,1,0,1,0,0,0,0,0,0,1,1
"Designer's dream-house!  Large, open and beautiful!",9500,3,3.5,,"(37.794895, -122.429989)",1,1,0,1,0,0,1,0,0,0,1,0
Penthouse Modern Large 1BR Apartment Mid-Market - Now Available,3450,1,1,,"(37.781398, -122.409245)",1,1,0,1,0,0,1,0,0,0,1,0
Russian Hill Corner Unit Available Now. Amazing Light. Fab Location.,4350,2,1,,"(37.800547, -122.415943)",1,1,0,0,0,0,0,0,0,0,1,0
Stunning Flat In Great Location!,4495,2,1,,"(37.800547, -122.415943)",1,1,0,0,1,0,0,0,0,0,1,0
Newly remodeled 2BD 1Ba studio - Great Location - utilities included!,2200,2,1,530,"(37.7195, -122.4411)",1,1,0,0,0,0,0,0,0,0,1,1
Bright Top Flr 1 BDR/ 1 BA Apt in Lower Pac Hts www.RentalsInSF.com,2600,1,1,,"(37.785643, -122.444279)",0,0,0,0,0,0,0,0,0,0,1,0
Awesome 2 Bdr 1 Bth Flat in Amazing S.F. Location Deck Private,4495,2,1,,"(37.80479, -122.420178)",0,0,0,0,1,0,0,0,0,0,0,0
✤Newly Remodeled 2/3 Bedroom 1 Bath Apartment Available ✤,4800,3,1,,"(37.775048, -122.449638)",0,0,0,1,0,0,0,0,0,0,1,0
Beautiful Bay Bridge Outside Tranquility Inside,6792,2,2,1023,"(37.787213, -122.391949)",1,1,0,1,0,0,0,0,0,0,1,0
"Visit Your New Home, High Ceilings, Gourmet Kitchens",5149,2,2,1241,"(37.787424, -122.421154)",1,1,0,1,0,0,0,0,0,0,0,0
1 Bedroom with Transamerica Building & Coit Tower Views!!!,3100,1,1,,"(37.796335, -122.400585)",0,0,0,0,1,0,0,0,0,0,1,0
"1 bedroom w/ Dining Room, Living Room, Kitchen, Laundry, Patio(small)",3950,1,1,1200,"(37.748285, -122.406502)",0,1,0,1,0,0,0,1,0,0,0,0
Rentals In SF / Top floor one bedroom APT w/ 1 car parking! PICS,1995,1,1,,"(37.764166, -122.506191)",1,0,0,0,1,0,0,0,1,0,1,0
✤Newly Remodeled 2/3 Bedroom 1 Bath Apartment Available ✤,4800,2,1,,"(37.775048, -122.449638)",0,0,0,1,0,0,0,0,0,0,1,0
✤Newly Remodeled 2/3 Bedroom 1 Bath Apartment Available ✤,4800,3,1,,"(37.775048, -122.449638)",0,0,0,1,0,0,0,0,0,0,1,0
STUDIO/JNR 1BDR Apartment for Rent,2850,1,1,,"(37.798324, -122.440798)",0,0,0,0,1,0,0,0,0,0,1,0
Marina/Huge 1 bedroom/1690 North Point &Webster/Available Now!!,4495,1,1,,"(37.7999, -122.4342)",1,1,0,0,1,0,0,0,0,0,0,0
"Find Your Freedom, Without Leaving Home",4740,2,2,1134,"(37.772721, -122.391183)",1,1,0,1,0,0,0,0,0,0,1,0
"Top Fl 1BR Apartment, HW Fl, Walk to Fort Mason, Marina Green, Safeway",3350,1,1,,"(37.801884, -122.43134)",0,0,0,0,1,0,1,0,0,0,1,0
Marina/ 1690 North Point &Webster/Remodeled/W/Din unit/Available Now!!,3795,1,1,,"(37.7999, -122.4342)",1,1,0,1,0,0,0,0,0,0,0,0
"Amazing 3 Story, 2 Bedroom, 2.5 Bathroom Loft In The Dogpatch",3995,2,2.5,,"(37.763558, -122.389786)",1,0,0,0,1,0,0,0,0,0,1,0
FABULOUS 2 BEDROOM APT IN USF AREA,3595,2,1,,"(37.7712, -122.4413)",0,0,0,0,1,0,0,0,0,0,0,0
Park and Bay Views | W/D | Fireplace | Private Balcony | Gym!,4608,3,2.5,1737,"(37.709251, -122.423353)",1,1,0,1,0,0,1,0,0,0,1,0
Lease a Lifestyle Makeover at Parkmerced - 1 Bd 1 Ba spacious highrise,2792,1,1,776,"(37.714674, -122.473316)",1,1,0,0,1,0,0,0,0,0,1,0
Washington & Leavenworth/Great Location/Pets Ok!Newly Remodeled!Top FL,3895,2,1,,"(37.793769, -122.417262)",1,1,0,0,1,0,0,0,0,0,1,0
Huge Studio/Lower Nob Hill/969 Bush &Jones/Available Now!!,2995,1,1,,"(37.789594, -122.413222)",1,1,0,0,0,1,0,0,0,1,0,0
"See its charm, love its location!",2845,1,1,,"(37.7917, -122.4186)",0,0,0,0,1,0,0,0,0,0,1,0
Marina/3560 Divisadero&NorthPoint/Incredible ViewsAvailable Now!!,7495,3,3,,"(37.802411, -122.44334)",1,1,0,1,0,0,0,0,0,0,0,0
Mission/3201 23rd&South Van ness/Newly Remodeled/Available Now!!,3495,1,1,,"(37.753968, -122.416413)",1,1,0,0,0,0,0,0,0,0,0,0
1 Bedroom Top of Potrero Hill,2800,1,1,500,"(37.755957, -122.39881)",0,0,0,0,1,0,0,0,0,0,1,0
"Luxury 24th flr Condo, Panoramic GG Bridge to Dwtn views. Furnished",6575,1,1,994,"(37.798506, -122.415303)",0,0,0,0,1,0,0,0,0,1,0,0
3 Bedroom with Flex Wall - Views to Twin Peaks! Half Deposit!!!!!,4780,3,2,950,"(37.785159, -122.43546)",1,1,0,0,1,0,0,0,0,0,1,1
This Ghirardelli Apartment Offers Practically Designed Living Spaces,2881,1,1,,"(37.787395, -122.414024)",1,1,0,0,0,0,1,0,0,0,1,0
✤Newly Remodeled 1 Bedroom Apartment Available✤,3200,1,1,,"(37.784251, -122.476875)",0,0,0,0,1,0,0,0,0,0,1,0
Amazing Remodel with Bay View in Jr. 1bdm; Open Saturday at Noon,3250,1,1,,"(37.7917, -122.4186)",1,0,0,0,1,0,0,0,0,0,0,0
"Life is Better Here, You'll Fit Right In - 1 Bd 1 Ba with a view",2832,1,1,776,"(37.71409, -122.473226)",1,1,0,0,0,1,0,0,0,0,1,0
Updated 1 bed/1bath topfloor prime location,2500,1,1,,"(37.782022, -122.470804)",0,0,0,0,1,0,1,0,0,0,1,0
"OPEN HOUSE 1-3pm Studios w/ Rooftop Patio, Courtyard, and Dog Run",2395,1,1,,"(37.787251, -122.415299)",1,1,0,0,1,0,0,0,0,0,0,0
Nr UcMed with garage OPEN 10/6 (Sat) & 10/7 (Sunday)--1:00pm to 1:30pm,2150,1,1,,"(37.745, -122.4383)",0,0,0,0,1,0,1,0,0,0,1,0
Fabulous Flat,3000,2,1,,"(37.723052, -122.458187)",0,0,0,0,0,0,0,0,0,0,1,0
Sunny Top Floor 2br/2ba with Stunning Views! 1 month free rent!,3950,2,2,900,"(37.748367, -122.445043)",1,1,0,0,1,0,0,0,1,0,0,0
"Remodeled, Sunny 1br/1ba with Amazing City & Bay Views!",2950,1,1,,"(37.748209, -122.444234)",1,1,0,0,1,0,0,0,1,0,1,0
large one bedroom,2450,1,1,,"(37.775862, -122.494104)",0,0,0,0,0,0,0,0,0,0,0,0
New Kids on the Block! Available 11/5,3815,1,1,748,"(37.761809, -122.391858)",1,1,0,1,0,0,1,0,0,0,1,1
Garden View _ Furnished Studio  _ Lease Now,2699,1,0,,"(37.80316, -122.43252)",0,0,0,0,0,1,0,0,0,1,0,0
GREAT COMMUTER LOCATION!!!,2800,1,1,650,"(37.723347, -122.399652)",1,1,0,0,0,0,1,0,0,0,0,0
Beautiful 1 Bedroom 1 Bath Apartment with all the amenities!,2325,1,1,700,"(37.747525, -122.501389)",0,0,0,1,0,0,0,0,0,0,1,0
Very Nice Top-Floor Apartment Central Location,3200,1,1,,"(37.771464, -122.432078)",0,0,0,0,1,0,1,0,0,0,1,0
$4000 REMOD D/W G/D SS HDWD GRANITE 5 Clos HEART H.V.** OPN SUN 3:30-4,4000,2,1,,"(37.774955, -122.423401)",0,0,0,0,0,0,0,0,0,0,1,0
Turn over a new leaf at Parkmerced - 1 Bd 1 Ba townhome with carpet,2899,1,1,691,"(37.719826, -122.483961)",1,1,0,0,0,1,0,0,0,0,1,0
"Beautiful View, Sunny, Condo w/parking, storage, balcony, washer/dryer",4195,2,2,,"(37.777401, -122.405301)",1,1,0,1,0,0,1,0,0,0,1,0
Comfort & Convenance- Muni/ walk to Bart/ Hwy 280/101,3100,2,1,1050,"(37.734857, -122.439934)",0,0,0,1,0,0,0,0,0,0,1,0
BRAND NEW 4 Bedroom Flat in Pacific Heights WASHER DRYER MOVE IN TODAY,8985,4,2,,"(37.791208, -122.444478)",1,1,0,1,0,0,1,0,0,0,0,0
Gorgeous 5BR2BA! Great Location! 1 short block from Google Shuttle!,7495,5,2,1800,"(37.742295, -122.423286)",0,0,0,0,1,0,0,0,0,0,1,0
1 short block away from Google Shuttle line! Spacious 4BR2BA!!!,6795,4,2,1800,"(37.742295, -122.423286)",0,0,0,0,1,0,0,0,0,0,1,0
Luxurious Newly Renovated 4BR/3BA in the Richmond district,6895,4,3,,"(37.773761, -122.472345)",1,0,0,1,0,0,0,0,0,0,0,0
Luxurious Newly Renovated 4BR/3BA in the Richmond district,6895,4,3,,"(37.773761, -122.472345)",1,0,0,1,0,0,0,0,0,0,0,0
Spacious 3/4 bedroom Castro Stately Corner Flat!,6000,4,,1300,"(37.767328, -122.435624)",1,1,0,0,1,0,0,0,0,0,1,0
Large 4 bedrooms/2 full-baths FLAT on 19th Ave with views,5000,4,2,,"(37.744919, -122.475773)",0,0,0,0,0,1,0,0,0,0,0,0
"Bernal Heights - 4 BR, 2 BA Apartment - Washer/Dryer",5450,4,2,,"(37.74831, -122.410898)",0,0,0,1,0,0,0,0,0,0,0,0
4 Bedroom huge living space w/ loft in the MISSION,6995,4,1,1600,"(37.768595, -122.420182)",1,1,0,0,1,0,0,0,0,0,0,0
//Great Location 4 beds 3 baths//,3000,4,3,1950,"(37.7441, -122.4863)",0,0,0,0,0,0,0,0,0,0,0,0
591 Monterey Blvd San Francisco CA,4400,4,3,,"(37.731543, -122.448866)",0,0,0,0,1,0,0,0,0,0,1,0
"Large 4br 2bath flat, laundry in unit",7000,4,2,,"(37.743047, -122.421534)",1,0,0,1,0,0,0,0,0,0,0,0
Luxurious Newly Renovated 4BR/3BA in the Richmond district,6895,4,3,,"(37.7929, -122.4079)",1,0,0,1,0,0,0,0,0,0,0,0
Luxurious Newly Renovated 4BR/3BA in the Richmond district,6895,4,3,,"(37.7929, -122.4079)",1,0,0,1,0,0,0,0,0,0,0,0
Prime Time Marina | 4 BD+3 BA | Furnished | Deck+Yard+Pkg | ReLISTO,13995,4,3,2800,"(37.805689, -122.435545)",1,1,0,1,0,0,1,0,0,1,1,0
Gorgeous 5BR2BA! Great Location! 1 short block from Google Shuttle!,7495,5,2,1800,"(37.742295, -122.423286)",0,0,0,0,1,0,0,0,0,0,1,0
"Prime Location!top floor4BR2BA ! By cable car, Muni, BART station!",7395,4,2,2000,"(37.794354, -122.419753)",0,0,0,1,0,0,0,0,0,0,1,0
"Prime Location!Stunning 4BR2BA home! By cable car, Muni, BART station!",7595,4,2,2000,"(37.794354, -122.419753)",0,0,0,1,0,0,0,0,0,0,1,0
Great Location In This 4 Bedroom Apartment. Get It Before Its Gone.,6995,4,1,1600,"(37.7856, -122.4358)",0,0,0,1,0,0,1,0,0,0,1,0
1 short block away from Google Shuttle line! Spacious 4BR2BA!!!,6795,4,2,1800,"(37.742295, -122.423286)",0,0,0,0,1,0,0,0,0,0,1,0
1 Month Free Rent - Updated 4 Bed in Mission w/ In Unit Laundry,7295,4,1,,"(37.768595, -122.417629)",1,1,0,1,0,0,0,0,0,0,1,0
4 Bedroom With 2 Units Left In This Gorgeous Victorian. Can't Miss.,6800,4,1,1600,"(37.784934, -122.442343)",0,0,0,1,0,0,1,0,0,0,1,0
"4 Bedroom Flat w/ myriad Restaurants at doorstep, nr Dolo&Duboce pks",6995,4,1.5,1325,"(37.765964, -122.428803)",0,0,0,1,0,0,0,0,0,0,1,0
"Bernal Heights - 4 BR, 2 BA Apartment - Washer/Dryer",5450,4,2,,"(37.74831, -122.410898)",0,0,0,1,0,0,0,0,0,0,0,0
OPEN SUN 2PM-2:20PM 4BR Furnished Flat w/Office  By Golden Gate Park,4995,4,1.5,,"(37.766164, -122.460389)",0,0,0,0,0,0,0,0,0,1,0,0
"Full Floor Flat, Designer Finishes, W/D In Unit | Elite Leasing",8500,4,2,,"(37.753569, -122.423028)",0,0,0,1,0,0,0,0,0,0,1,0
4 BEDROOM HUGE RENOVATED SUNNY VICTORIAN FLAT,6795,4,1.5,,"(37.774216, -122.436417)",0,0,0,1,0,0,0,0,0,0,1,0
$5200 / 4br 2ba  with Balcony / Inner Richmond RARE FIND,5200,4,2,,"(37.7812, -122.4614)",0,0,0,0,0,0,0,0,0,0,1,0
4-5 Bedroom huge living space w/ loft in the MISSION,7485,4,1,1600,"(37.768274, -122.419982)",1,0,0,0,1,0,0,0,0,0,0,0
4 Bedroom huge living space w/ loft great for artists,6995,4,1,1600,"(37.769409, -122.42029)",1,0,0,0,1,0,0,0,0,0,0,0
Large 4 bedrooms/2 full-baths top FLAT on 19th Ave with views,5000,4,2,,"(37.744919, -122.475773)",0,0,0,0,0,1,0,0,0,0,0,0
"Stunning 4BR2BA home! By cable car, Muni, BART station!",7395,4,2,2000,"(37.794354, -122.419753)",0,0,0,1,0,0,0,0,0,0,1,0
Luxurious Newly Renovated 4BR/3BA in the Richmond district,6895,4,3,,"(37.773761, -122.472345)",1,0,0,1,0,0,0,0,0,0,0,0
Luxurious Newly Renovated 4BR/3BA in the Richmond district,6895,4,3,,"(37.773761, -122.472345)",1,0,0,1,0,0,0,0,0,0,0,0
Luxurious Newly Renovated 4BR/3BA in the Richmond district,6895,4,3,,"(37.773761, -122.472345)",1,0,0,1,0,0,0,0,0,0,0,0
"Sunny 4BD Victorian, Inner Mission, hardwood floors, w/d, yard",6995,4,1.5,1350,"(37.759134, -122.410759)",1,1,0,1,0,0,0,0,0,1,1,0
Large 4 bedrooms/2 full-baths FLAT on 19th Ave with beautiful views,5000,4,2,1600,"(37.7441, -122.4863)",0,0,0,0,1,0,0,0,0,0,1,0
"Renovated top floor FLAT steps to Ocean Beach, Taraval MUNI",4995,4,2,,"(37.744061, -122.504783)",0,0,0,0,1,0,0,0,0,0,1,0
Large Master Room Available Oct 18th - Alamo Square / Hayes Valley,1717,4,2,2250,"(37.777281, -122.434864)",0,0,0,1,0,0,0,0,0,0,0,0
Fantastic SF Flat with 4 bedrooms and centrally located!,6200,4,1.5,,"(37.769959, -122.422746)",1,1,0,1,0,0,0,0,0,0,0,0
Townhouse with spacious rooms available (single occupancy),1200,7,3,2200,"(37.7786, -122.4892)",0,0,0,0,0,1,0,0,0,0,1,0
Huge Master Bedroom in Alamo Square!!,1717,4,2,2250,"(37.777281, -122.434864)",0,0,0,1,0,0,0,0,0,0,0,0
"$4675, 4br 2 1/2ba, 2 Car Gar. W/D hook up.  nr Kaiser, UCSF,T-Train,",4975,4,2.5,1850,"(37.728208, -122.397798)",0,0,0,0,0,0,1,0,0,0,0,0
"Cozy Private Master Room convenient traffic to SFSU, CCSF & I-280",1300,5,2,215,"(37.712296, -122.459015)",0,0,0,0,0,1,0,0,0,0,1,0
Two story Apt w/ Private Rooftop Deck and Bay & City views!,10200,5,3,,"(37.801015, -122.419759)",0,0,0,0,0,0,0,1,0,0,1,0
"Rare 4 Bedroom, 1.5 Bathroom, with Ample storage! Sec 8 OK",5000,4,1.5,,"(37.783566, -122.415488)",0,0,0,0,0,0,0,0,0,0,1,0
4 Bedroom Gorgeous Apartment For Rent. Great Location.,6995,4,1,1600,"(37.784929, -122.442377)",0,0,0,1,0,0,1,0,0,0,1,0
4 Bedroom Move In Ready Amazing Home. Only 2 Units Home.,6800,4,1,1600,"(37.784934, -122.442343)",0,0,0,1,0,0,1,0,0,0,1,0
Duboce Triangle: Top Floor 3 or 4 Bed w/ Small Yard & 2 Car Parking,5695,4,1,1200,"(37.768527, -122.430164)",1,1,0,0,1,0,1,0,0,0,1,0
Gorgeous 5BR2BA! Great Location! 1 short block from Google Shuttle!,7495,5,2,1800,"(37.742295, -122.423286)",0,0,0,0,1,0,0,0,0,0,1,0
"Prime Location!Stunning 4BR2BA home! By cable car, Muni, BART station!",7595,4,2,2000,"(37.794354, -122.419753)",0,0,0,1,0,0,0,0,0,0,1,0
Spacious 4BR2BA! Great Location! 2 mintues walk to Google shuttle!,6795,4,2,1800,"(37.742295, -122.423286)",0,0,0,0,1,0,0,0,0,0,1,0
"SHOW SAT 10/6@10AM ID#1770 CowHlw Rmdld 4BR/2BA VU Apt w/Pkg, Strg",7650,4,2,,"(37.79682, -122.442206)",0,0,0,0,1,0,1,0,0,0,1,0
#503 Modern Furnished 4 Bedroom in Mission District,10000,4,3,,"(37.749713, -122.417157)",0,0,0,1,0,0,1,0,0,1,1,0
4 Bedroom/2 Bath Many Creature Comforts $6000,6000,4,2,,"(37.769707, -122.44929)",0,0,0,1,0,0,0,0,0,0,1,0
"4 Bedroom 2 Bath - Remodeled Kitchen, Hardwood Floors",5500,4,2,,"(37.784435, -122.462282)",1,0,0,0,1,0,0,0,0,0,0,0
1 short block away from Google Shuttle line! Spacious 4BR2BA!!!,6795,4,2,1800,"(37.742295, -122.423286)",0,0,0,0,1,0,0,0,0,0,1,0
"Prime Location!Stunning 4BR2BA home! By cable car, Muni, BART station!",7595,4,2,2000,"(37.794354, -122.419753)",0,0,0,1,0,0,0,0,0,0,1,0
"Renovated, TOP floor, BRIGHT unit w/ Skylights. Shared GARDEN access",8400,4,2.5,,"(37.777858, -122.437866)",0,0,0,1,0,0,0,0,0,0,1,0
Available Now. Check out this Gorgeous 4 Bedroom Available For Rent.,6995,4,1,1600,"(37.784929, -122.442377)",0,0,0,1,0,0,1,0,0,0,1,0
Move In Ready 4 Bedroom Apartment. Great Location. 2 Units Left. Hurry,6800,4,1,1600,"(37.784934, -122.442343)",0,0,0,1,0,0,1,0,0,0,1,0
"Spectacular, Presidio Heights, 4BR, 3BA, 2 Level, Yard, Parking",13750,4,3,,"(37.7812, -122.4614)",0,0,0,1,0,0,1,0,0,0,0,0
591 Monterey Blvd San Francisco CA,4400,4,3,,"(37.731543, -122.448866)",0,0,0,0,1,0,0,0,0,0,1,0
Modern Remodeled Flat w/ 3 BA and Hardwood Floors,5600,4,3,1600,"(37.758398, -122.466993)",0,0,0,0,1,0,0,0,0,0,0,0
1 short block away from Google Shuttle line! Spacious 4BR2BA!!!,6795,4,2,1800,"(37.742295, -122.423286)",0,0,0,0,1,0,0,0,0,0,1,0
4 spacious bedrooms 2 full bathrooms Beautiful Large Apt in Castro,6995,4,2,1473,"(37.759628, -122.442434)",1,0,0,0,1,0,0,0,0,0,0,0
"Two Level 4 Bedroom, 2 Bath Upper Unit of a Duplex",4000,4,2,,"(37.724633, -122.43428)",0,0,0,0,0,0,0,0,0,0,1,0
"FURNISHED! Penthse. Bright,Airy. New Remod! Walksr97. AVAIL SOON!",10000,4,2.5,,"(37.7917, -122.4186)",1,1,0,0,0,1,1,0,0,1,1,0
Spacious Presidio Duplex,8750,4,2.5,2500,"(37.798738, -122.470737)",1,1,0,0,0,0,0,1,0,0,0,0
Large Presidio Duplex Now Available,5780,4,2,1650,"(37.795475, -122.464739)",1,1,0,0,0,0,0,0,0,0,0,0
4 Beds 2 1/2 Baths Apartment Open House 10/7 between 1-4 pm,2990,4,2.5,1400,"(37.2827, -121.8265)",0,0,0,0,0,0,1,0,0,0,1,0
House for rent in a convenient location Open 10/7 Sunday 3:30-4pm,2698,4,2,,"(37.97245, -122.352098)",1,1,0,0,0,0,1,0,0,0,0,0
"4 Bedrooms, 2.5 Bathrooms, Palo Alto Schools! Half Month FREE!",5240,4,2.5,1700,"(37.443506, -122.119807)",1,1,0,1,0,0,0,0,1,0,1,0
"Great Location, Great School, Close to Shopping, Parks,and Great Rates",4495,4,2,1650,"(37.319542, -122.01427)",0,0,0,1,0,0,1,0,0,0,0,0
Looking for Cupertino Schools? The Gardens of Fontainbleu has a 4x2!,4495,4,2,1650,"(37.319542, -122.01427)",0,0,0,1,0,0,1,0,0,0,1,0
Bennett Valley Home,6900,4,3,3900,"(38.387342, -122.63039)",0,0,0,0,0,1,1,0,0,0,0,0
"Lake Views, Trails, Pets Welcome",4600,123,0,659,"(37.24348, -121.871143)",1,1,0,1,0,0,0,1,0,1,0,0
Piedmont Home For Rent - Two Levels Spacious Great Natural Light,6995,5,3.5,2898,"(37.8471, -122.2223)",1,1,0,1,0,0,1,0,0,0,0,0
Piedmont Home For Rent - Two Levels Spacious Great Natural Light,6995,5,3.5,2898,"(37.8471, -122.2223)",1,1,0,1,0,0,1,0,0,0,0,0
"Huge 5x4! Lounge, Fitness Center, rooftop deck! 1 MONTH FREE!",6650,5,4,1834,"(37.869116, -122.291751)",1,1,0,1,0,0,1,0,0,0,1,1
Looking for Cupertino Schools? The Gardens of Fontainbleu has a 4x2!,4495,4,2,1650,"(37.319542, -122.01427)",0,0,0,1,0,0,1,0,0,0,1,0
Looking for Cupertino Schools? The Gardens of Fontainbleu has a 4x2!,4495,4,2,1650,"(37.319542, -122.01427)",0,0,0,1,0,0,1,0,0,0,1,0
"Great Location, Great School, Close to Shopping, Parks,and Great Rates",4495,4,2,1650,"(37.319542, -122.01427)",0,0,0,1,0,0,1,0,0,0,0,0
Looking for Cupertino Schools? The Gardens of Fontainbleu has a 4x2!,4495,4,2,1650,"(37.319542, -122.01427)",0,0,0,1,0,0,1,0,0,0,1,0
Open House Sunday 10/7 1-4 pm 4 Beds 2 1/2 Baths Apartment,2990,4,2.5,1400,"(37.289912, -121.833219)",0,0,0,0,0,0,1,0,0,0,1,0
Looking for Cupertino Schools? The Gardens of Fontainbleu has a 4x2!,4495,4,2,1650,"(37.319542, -122.01427)",0,0,0,1,0,0,1,0,0,0,1,0
Newly Remodeled with Great Views 4 BR 2 Bath,2700,4,2,1800,"(38.113289, -122.264214)",0,0,0,1,0,0,0,1,0,1,1,0
Looking for Cupertino Schools? The Gardens of Fontainbleu has a 4x2!,4495,4,2,1650,"(37.319542, -122.01427)",0,0,0,1,0,0,1,0,0,0,1,0
Nice area 4 bedroom 2 bth contemporary hot tub,1875,4,2.5,2304,"(38.2403, -122.6777)",1,1,0,0,0,0,0,0,0,0,0,0
SUNNY 4BR/3BA detached house in Millbrae,5499,4,3,1810,"(37.6004, -122.402)",0,0,0,0,0,0,0,0,0,0,0,1
BRAND NEW BUILDING! 4 bedroom 2 bathroom units,4400,4,2,,"(37.813847, -122.273385)",1,1,0,0,1,0,0,0,0,0,0,1
Oakland New Chinatown Nice 4 bed 2 bath with 1 parking space,3200,4,2,1600,"(37.7957, -122.2429)",0,0,0,0,0,1,1,0,0,0,0,0
BRAND NEW BUILDING! 4 bedroom 2 bathroom units,4400,4,2,,"(37.813847, -122.273385)",1,1,0,0,1,0,0,0,0,0,0,1
BRAND NEW BUILDING - $4400,4400,4,2,,"(37.811446, -122.271086)",1,1,0,0,1,0,0,0,0,0,0,1
BRAND NEW BUILDING - $4400,4400,4,2,,"(37.811446, -122.271086)",1,1,0,0,1,0,0,0,0,0,0,1
"Great Location, Great School, Close to Shopping, Parks,and Great Rates",4495,4,2,1650,"(37.319542, -122.01427)",0,0,0,1,0,0,1,0,0,0,0,0
"Townhouse 4 bedrooms 2.5 bathrooms! Mountain View! ""BT Properties""",4795,4,2.5,,"(37.402436, -122.083572)",0,0,0,0,0,0,1,0,0,0,1,0
//Good Location 4 beds 2 baths-*/-*,1500,4,2,1542,"(37.2827, -121.8265)",0,0,0,0,0,0,0,0,0,0,0,0
Large Flat in Benicia...3 plus bedrooms-Home like atmosphere,2580,4,1,2200,"(38.049542, -122.153303)",0,0,0,0,0,1,0,0,0,0,1,0
"Great Location, Great School, Close to Shopping, Parks,and Great Rates",4495,4,2,1650,"(37.319542, -122.01427)",0,0,0,1,0,0,1,0,0,0,0,0
$99 MOVE IN!!! 4 BEDROOMS/2 BATHROOMS UPGARDED BUNGALOW!!!,2470,4,2,1300,"(37.679859, -121.722734)",1,1,0,0,0,1,0,0,1,0,0,0
4 bed 3 ba + (stunning grand foyer) rental home in San Leandro,3600,4,3,,"(37.737434, -122.144966)",0,0,0,1,0,0,1,0,0,0,0,0
"Great Location, Great School, Close to Shopping, Parks,and Great Rates",4495,4,2,1650,"(37.319542, -122.01427)",0,0,0,1,0,0,1,0,0,0,0,0
Beautifully Designed 4 bed 3 bath Home in Desirable Palo Alto!,10000,4,3,2100,"(37.441002, -122.125764)",1,1,0,1,0,0,1,0,0,0,1,0
RARE 4 Bedroom Coming Available Soon!!,3690,4,2.5,1720,"(38.363313, -122.717198)",1,1,0,1,0,0,1,0,0,0,1,0
Beautiful 4 Bedroom Mountain House Home For Rent,2450,4,2.5,2109,"(37.7695, -121.5397)",0,0,0,0,0,1,1,0,0,0,0,0
Beautiful 4 Bedroom Mountain House Home For Rent,2451,4,2.5,2088,"(37.7695, -121.5397)",0,0,0,0,0,1,1,0,0,0,0,0
"1 month FREE, close to Transp, WiFi, Gated Parking, Pets Welcome",6650,5,4,1834,"(37.869116, -122.291751)",1,1,0,1,0,0,1,0,0,0,1,1
"Fantastic 4 bedroom 2 bath townhouse-style unit, new floors throughout",3800,4,2,,"(37.850527, -122.277446)",0,0,0,0,0,1,0,0,0,0,1,0
"Updated SFH with a Large Backyard, New Roof & New Appliances ~ J.Wavro",3450,4,2,,"(37.36994, -121.854965)",1,1,0,1,0,0,1,0,0,0,0,0
Expansive Home with Gorgeous Bay & City Views Presented by Foundation,8995,4,3.5,4390,"(37.90403, -122.50258)",0,1,0,1,0,0,1,0,0,0,0,0
***OPEN  HOUSE -  MONDAY  OCTOBER  8th  AT  11:00am***,2950,4,2,,"(37.769706, -122.18533)",0,0,0,0,0,0,0,0,0,0,1,0
